labels,samples
1,"[-1.396783318324765, -0.8367602425560117, 0.722992895762162, -0.09633867607528238, 0.24043930651857107, 1.8370024502567033, -0.39951787149034745, -0.8233603110611033, -1.8533051310411897, -0.9896788445254987]"
2,"[-1.3697897829502286, -1.7898294417756877, 0.15921704318946275, -0.2657986688782147, -1.629228820989712, -0.43185404756777246, -0.3484433176182548, -1.0302035204793232, 0.5118169016189752, 0.33445416424172536]"
2,"[-0.5524157259653115, 0.16538451845787266, 0.2941540425522916, -0.5303279597618212, -0.29828792877663285, -1.552507793390986, -0.32529942235605175, -0.6197679161962256, -0.09112288955028579, 1.1983155963857177]"
2,"[-0.34295923717184235, -1.30418581630724, -1.6168192239915524, -1.124571094929342, 0.6866585895405494, -1.458740799174732, -0.7782450197762232, -0.156172171181105, 0.2696171183671461, 0.10349289068811172]"
2,"[2.7488996518424975, 0.33814186801363016, -0.7184470632050464, -1.5598445624808126, 0.7840968198030993, -1.6486566277123975, 1.1281842336027774, 0.21056794571417647, -0.4005866250519697, -0.10603070860295362]"
1,"[1.9188624256267859, 0.17966142038433963, -0.38954401807174815, 1.0280221416119848, 0.34178727518664404, -0.8210602792286109, -0.47595935663662775, -0.94897875722398, 0.3123533179365102, 1.9009354422889]"
2,"[-1.9155562032581863, 1.739476706553006, 0.16958963537376717, -0.7032542324956902, -0.12690834366899081, -0.313091897821481, 1.550816343125349, 1.534022380319584, -0.9575701556157946, 0.9474736067889192]"
2,"[0.6492914678160489, 1.1672948939115142, 0.40444244974883853, -1.15984331281615, -1.3076004121568394, 2.1449387595529457, 1.5226243873350271, -0.4357868100005596, -1.2386676618633043, 2.602020394075643]"
2,"[-1.3085317399413983, -1.340561153114949, -0.16608439421247034, -1.3479629376617694, -0.4497122370224749, -2.588329986785816, -1.8634614545797084, -0.1544504960170999, 1.2144976994305257, -0.28815165137145704]"
2,"[0.7428986238361844, -1.4169556540974775, -1.0324733643757986, 0.2993913190005536, -2.2955077767665233, 0.9533104282682701, -0.5286368682117563, 0.5641710427000041, -0.1717657090682978, 0.6184575412242028]"
1,"[-0.1919706015566894, -0.1756008967256136, 0.9100242043623263, 0.46768281581783006, -0.4510974214575663, -1.3666716501991132, 0.24446912946788318, -0.5973395251397661, -0.35645796665619606, 1.0664538021512084]"
1,"[-0.683135560062847, -1.668185506246251, -0.45013728375050505, 0.6369782317213741, -1.585493573825906, -0.167824947074933, 1.5933726089153524, 0.8626430406289177, -0.8683831677842622, 0.9734593641802428]"
2,"[-0.8700843819296717, 2.1724682201968712, -0.006197954667734008, -0.47987836340349754, 1.9620057044259915, -0.03525035073751718, 0.73715802803179, -0.48842710414097895, 0.7744970921536501, 0.2269751223556831]"
1,"[1.1546108162207132, 0.07994555615763477, -0.09664276949186631, 1.2144412998471614, -0.5153628727487042, -1.4362367610359001, 1.7857405981386827, -0.22182687034290016, -0.8609857302689613, 0.5542538796423543]"
2,"[-2.390420471996211, -0.2569945378749912, -0.3345116804286519, -0.6232229065717558, -0.25931053967246803, 1.8563900620897216, 0.6396951847197404, 0.3947719880699845, 0.404072328325183, -1.2148986547748053]"
1,"[-0.007489515938070129, 0.17495526216779428, -0.7852077132041267, -0.6217242886879154, 0.8012898827913908, 0.07881995849576841, 0.9203585061785726, 0.9040331654516299, 0.12314376009705381, 0.4871933963862824]"
2,"[0.5316599941083147, -0.8586937394504158, -0.12759298512468437, -0.9006497018206479, -0.7560226496023627, 1.4883633873877442, 0.18127943132613672, -0.11786464544544606, 0.5776883950424204, 0.689755291550471]"
2,"[0.6086684196675209, -0.3624419971443044, 1.9236316276909182, -0.33768489043154826, -1.8083416729435577, 0.35584597324126277, -1.1445806517746806, 1.8605022533856, -0.8523985595505076, 1.0197767127614554]"
2,"[-0.2119505172150775, 1.4375902751967187, -0.4781123410009503, -1.21059834453775, 0.3223702281053422, 0.06681058712443631, 0.10419676309864209, 0.6907237940431119, -1.808386047488072, -1.2097471663965047]"
2,"[-0.5209790446995299, 1.6754699164766527, -0.7040501527864093, -1.1181409786603063, 0.5125896030297044, 2.7241164702211957, -0.32496275098895644, -1.0361356490314633, 0.4979271248255398, 1.989924765924781]"
1,"[-0.6605363448005312, 0.8633282907080704, 1.0348218639580289, 0.2577615923003223, -1.1818445384428462, -0.3752038930191044, 0.41034258958454534, -0.30094995361581467, 0.4686619405349042, -0.9239163061066412]"
1,"[0.8124997718358559, 1.690491209580558, -1.6546099237771221, 0.7824777641722088, 0.2634800846220358, -0.06480277382644604, 1.505014967352209, -0.4189814769105887, 0.33234738849689693, 1.6867227414721113]"
1,"[-0.0483383833145872, -0.8336231654510927, -0.9881182751353618, 1.8371867337401884, 0.007406781554351737, -0.4477953775833877, 0.3151821764277655, -1.4132919513362847, -2.161387670251089, 0.3989609674115708]"
1,"[-0.7697575780712654, 0.6482817094218066, 1.157859181842049, 0.919980311461892, -0.31649046385323937, -0.32543820749146113, 0.6448417341850989, -1.2184092669096787, -0.9626597973996784, -0.46323798254255283]"
2,"[-0.07141873594104202, -0.6756657448590111, -0.37370094266660725, -0.3947257916103672, -0.8861653290273204, -1.252172326435417, 1.3168418028639708, -0.8013636054783732, 0.338761913899438, 0.16810521782846236]"
2,"[0.8554990078969179, 1.2088484154112575, -0.924340399924113, -1.2607362128866444, 0.7574544456684448, -0.3037284533299225, 2.045525269891828, -0.5859089802015804, -0.7678425211835712, -0.2755271472637407]"
2,"[-0.8023233554769927, 0.4814588720372013, 0.13957052530829647, -1.2370739271522617, -0.9205829099910751, -0.37760799331216066, 1.4483084542526472, -2.032324867279446, -0.6834195854985707, 0.08741007827429231]"
2,"[0.6093123096284088, -0.3786710269544618, 0.49477968284586427, -1.195823211370327, 1.1209774024158006, -0.26154134995505346, -0.09562523069109401, -0.7158534012173928, -1.4754583568946027, 1.3699359447801283]"
1,"[-1.9060840021273997, -0.781190247530071, -0.865138080292283, 0.28722085729080027, -1.6831251940095877, -0.32199496115422604, 1.9904789988771658, 0.43923761855647275, 0.6905553738571885, 0.23746996087683933]"
1,"[0.1565579811587235, 0.5858005957237017, 0.08138404375454392, 1.1562962812933297, 0.6338002310973486, -1.08367788144333, 0.6671625433289406, 0.7998480043940339, 0.038030738199553465, 0.7638925959921526]"
2,"[1.014632393775624, -0.45583270659945224, 1.7047808811849419, 0.052294594159784234, 0.30714776181339826, 0.8926200496159934, 0.3342739554149587, -0.2857507742250481, 0.1978123169296983, 1.6460768266511434]"
2,"[0.8899354229615278, -1.7875409272083154, -0.3624610323106735, -0.7912167128210212, -0.45659330671622367, 0.2435807628812147, 0.5218953808568227, 0.3772623793832016, 0.033806263848255046, -0.06816774867685534]"
1,"[0.04648127955132782, 1.6831894483079883, 0.4974130550332701, 0.9102993173802364, -1.2490137510497663, 0.3616680242034874, -0.8428989871175454, -0.14743104701117685, 1.7914353697501564, -1.0235712252341322]"
2,"[0.6980521458020222, 0.6352776513016593, 0.5474376060871565, -0.9297435092845434, 1.6046945251453364, -0.6953630691251612, 0.35729825696765627, 0.967412902433795, 0.7875503697844557, 1.2120452242572703]"
2,"[0.7870086463700577, 0.05876296115067559, -0.777171453394332, -0.14260221059269812, -2.442564501793562, -1.6123421666358866, 1.200254015922596, 1.3411927352586488, -1.6762765163324647, 0.9870671598313032]"
2,"[-0.0038021524179776348, 0.1699843350776411, -0.4305621696705157, -0.5455837542853982, -1.3637091192744766, -0.12077196899075937, -0.8854100283955509, -1.5075787468835797, 0.7200406895064109, 0.2080633082235008]"
2,"[1.8475310140829277, -1.4345193794590183, 0.21991979469669093, 0.1393823966698376, 0.2687627749676387, 0.3906912619164616, 0.693558583498369, -1.5840478765046226, 1.3254910020303454, 0.2595235114036091]"
2,"[-0.9775967129345424, 0.5520262875636891, -0.2861494098661649, -0.13071152961190466, -0.7911118527922151, 1.8716352553201419, -0.44915026592428553, -0.5364049924958849, -0.39495740547285224, 0.6419970611174508]"
2,"[-1.0192522228686962, -1.1768905844919446, 1.0646686528499925, -1.0362141140951835, 1.7985865610719063, -0.8613997870078904, 0.7363429818266727, 1.217352711645995, -0.057635278641919946, 1.937269263951495]"
1,"[0.9358703089864484, 2.069322296914944, -0.3624753130709089, 0.024520790238922476, 1.2768415238509891, 0.39439555954814465, -1.221461317181918, -1.8547359488027584, -0.14400765668389365, 1.8155780618560446]"
2,"[0.09448719236987824, 1.6953330075889106, -0.0591833833437578, -0.6806437867682796, -0.3292938086317542, 0.38503717419019956, 0.1538824219578221, 0.45814159159032497, 0.7418429088075619, -0.5870847515627786]"
1,"[0.24408225887536864, 0.6791500706821401, 1.1056087362928064, 0.25358521145349605, -0.10575952479394363, -0.5028519050438556, 0.38821071840193927, 0.9231499411837996, 1.3280803611273968, -1.9695092016370903]"
1,"[-0.3538982460808285, 1.581784054834532, -0.2043673042008197, 0.08309564492997969, -2.0420283451410017, -1.4679990136871335, -0.1424949099365395, 1.6673534042771887, 0.45482233321389093, -0.6036433811526943]"
2,"[0.0026662460990618613, -0.0033568081420548754, -0.8380198686559611, -0.31922662306575966, -0.5925411787736963, 0.07347447791991979, -0.6509179187190859, 0.9497350782807232, 0.07120197427162478, 1.2903785454897692]"
1,"[-0.16064174388625388, -1.3512615050110415, 0.08169250817562833, 1.6059566741495486, 0.6388767165270464, -1.6843022713252256, -0.9246870145711305, 0.2081582084922788, 1.5918130867161522, 0.3343649485212073]"
2,"[-1.5213338118017874, -0.6816762153135754, 0.44790356339854, -0.7794852841928709, -0.42760462353844514, -2.0107863762746727, -0.17706955185349513, 1.1143906594306323, -0.9527753874657388, 0.2165627843932855]"
1,"[-0.5378951427241198, -0.5722930318451821, 0.294658629413942, 0.9187183938833481, -0.7596865731081343, -0.6335424800236658, 1.007632769432078, -0.16479169380913758, 0.5157700512724807, 0.09535027740039928]"
1,"[-0.5389408281582315, -0.5675890438653056, 0.15285448847925565, 0.9708253764284512, -0.7391470489846033, 0.2555041289811201, 0.14765852411775854, -0.5675471473753461, 0.15030285041274502, -0.19970241860279828]"
1,"[-0.43048453209221715, -0.18128908703484364, -1.4193105976320242, 0.7967272193609978, 0.5467334091051104, -0.363238030196847, -0.47907381802954824, -1.6727176941625237, -0.48133899831588306, -0.03742765675985985]"
2,"[0.30493748920724545, 0.3101979006646617, -0.8819922335220896, 0.06573229799482629, -0.95072203019968, -0.32817216329610677, 1.9955049496438633, -1.4241469156428315, -0.06391670136252485, -1.243857310207908]"
1,"[-1.4636837904221343, 0.9412604043705263, -0.4805391181902841, 0.8010938317415284, -1.371780235982898, -0.1933330987533627, 0.37328160449686193, 1.374909802787749, 0.2726989573873614, 0.9740694845915275]"
1,"[1.6481468766207565, 1.7013857976585185, -1.4988468157376837, 0.8318397008454586, -0.06413001427137202, -0.8634133221859972, 0.28162860349280644, 0.3283593059637068, 0.29674344494574534, 0.43569865808855424]"
1,"[-0.03965044625938444, 0.944996466796066, 1.587256888802464, 0.9079177928361489, -1.5904087068214068, -0.31389630006600105, 2.0968621259335083, -0.7953706761552854, 0.28405056842295173, 1.124753877237701]"
2,"[0.0698474664258229, -0.41894953441121696, -1.361665832916534, -0.8894279775308969, 1.6796546720749426, 1.2989352593304044, -1.4325602942856137, 0.9898088664124156, 0.37383344672284474, -0.6593562003441632]"
2,"[0.4467692568478128, 0.3170254652250729, 0.04889341011766851, -0.762182927520432, -0.36667048838872346, -0.4064946344175748, -0.9544949929235096, 0.08811113964058527, 0.26724277129476104, 0.3267384433801477]"
2,"[0.499105405943614, 1.6138634081561207, 2.669423385869113, -0.9846574960636225, -0.42319510033674557, -1.012267198664399, 0.12379304664190047, -1.5691081137365668, -0.3700538936825877, -0.5806506672884281]"
1,"[0.7099971691996626, -0.4122597798792819, -0.03308386593756028, 1.6111573041702139, -0.17093425821425615, 0.5919344906143815, -1.8714692081707993, 0.8324747114308038, -0.4675495604672919, 0.12756386766917682]"
1,"[-0.9485179099141606, 0.3141195183253937, -0.8381950459815152, -0.6463992064032392, 1.3629961512152404, -0.3299317299668243, -0.1321797012444012, 0.5921160903737938, -0.8757631995642329, -0.6733438822890425]"
1,"[-0.3779398562318315, -0.6488893648379199, 0.5369783772907574, 1.070050241218676, 0.778709862000019, -1.1596731511026646, -2.3061189780149403, -0.1511510408469995, -0.8720701120738951, 0.06799654562779882]"
1,"[0.7315618882688932, 0.37636733158159025, 0.550157614886657, -0.38994096028550884, -0.05509544295586864, -0.8472180236629927, -0.8697754121033068, 0.2514868645620433, 1.102863456223844, -0.8519739002514685]"
1,"[-0.694677770783534, 1.2446909591167474, 0.4853534290398249, 0.8271536156602332, 0.8929124354257019, -0.7596029359205528, -0.5828841728477889, -0.20172917550610617, 0.18965824186092942, -0.1113289712311388]"
2,"[0.4693745753325068, 0.38554634757277245, -0.4300823361266066, -0.9831550057821495, -0.43377504352201235, 0.2877095617368813, -3.1790364786630523, 0.012194283688984581, -1.7148793656943175, 0.003909919722328762]"
1,"[0.504428433061033, -0.3035732423816108, -0.8781240515996638, 0.874529012347927, -1.336727147778317, -1.2905873397881842, 1.8361619090596948, 1.4200452551008456, -1.0520187948509436, -0.9309605107922766]"
1,"[0.15420518893197205, 0.5152299248422104, -1.619128898946956, -0.046726969754726004, -0.14734942533266887, -1.3188476601522674, -0.1530111164597794, 0.050403514844944576, 1.1784555408957689, -1.9149830474593939]"
2,"[-0.059327235206327676, 0.3205998450187783, 0.2413733047729751, -0.13039157275750593, -0.6672916257888225, -0.17340213597027232, -0.4453906014935286, -0.5320182168720013, -0.3575289313123905, 1.1421000993711148]"
2,"[1.4959538717896617, -0.48850996012332754, 0.11137364024886147, -0.7013930613834921, 1.8937250822723288, 0.9981768488047607, -0.00815197958479797, -0.34310008807537423, 2.2013660334440748, -0.2237820293632684]"
1,"[0.2756420217924417, 0.7071081445694565, -0.13873864246306455, 0.9032375162473727, 1.0967343448026519, 0.88636594864319, -0.2049871456043631, -0.04057571876279012, -1.4028539154987534, 1.1866206625272702]"
1,"[-0.19616860134908162, -1.8626300308344907, 0.7167065051065435, 0.6520055547846242, -0.7979230225144706, 0.4294047641524155, 0.6945736225454324, -1.4704375826039358, 2.2922311389347874, 0.44350167605300445]"
2,"[-1.6118313760202891, -1.2971911435233223, 0.368901445725684, -0.03188261747961939, 0.31147748254764307, -1.2712199644896192, -0.8196857476036123, 0.1900395787498356, -0.8419950491570167, 0.09819270944228098]"
1,"[1.1719083656439333, 0.6562670952450848, -0.8089099669921435, 1.2107039520819383, 1.4260540804988324, 0.29188840610149513, -2.6118658238061063, -0.27829457301448335, -0.8397650673011933, -1.4899468838966803]"
2,"[0.7676197260786142, -2.8653553301573105, 1.2295657351359859, -1.252278412407206, -0.3999749123064481, -0.9609109215287235, 0.8027205055696918, -0.6229386764011532, 0.9255266576130973, 0.8019838714180714]"
2,"[1.087327875520984, 0.8470840692412307, 0.4079612290708385, -1.0299195317432912, 1.0934117661576723, 1.6490667666152967, -0.24798560662279018, -0.8002742583322252, 0.5923634776592795, -0.022814505462531432]"
1,"[-0.38547021544265764, 0.15556962312269793, -1.3118554932661786, 0.33726820834503113, -0.07907171567781815, -2.45391892494676, -0.5833052633039469, -0.8332373963015729, 0.412555064631656, 1.4815285028982288]"
1,"[0.554490114617268, 1.3254574018688083, 2.0047415855745174, 1.5750486483947508, -0.5757750881112761, -1.6811575138711774, 0.32093774932136215, -0.8221341621803229, 0.8610721958188805, -0.8768161615260444]"
2,"[-0.4279700044724465, -0.14269251299649877, -0.4523270003199314, -1.0057175305888562, 1.459105699519656, 0.4094545766615945, 1.2084205578002576, 0.6097118334860858, 1.247357680000223, -0.047554120693070565]"
1,"[0.28857271560414255, -1.0328628279593035, 0.8778905897313357, 1.06062288918196, -0.47397218712873457, -1.9763407591549274, 1.6530840395898843, 0.008238180192647984, 0.455225736726836, 0.4601562365251976]"
1,"[-0.736641493447781, 1.2824183533691913, 0.7391644286527169, 0.8099635585191414, 0.24807529590444694, 0.19233477485830994, -0.5487125315821922, -0.3732005230792632, -0.7171693063036725, -2.0637852761952833]"
1,"[-0.2928700911149059, 0.7343456998826925, 1.3306649491464009, -0.38587397467180545, 0.6350479455885033, -1.2699217908044376, 0.4851399124724139, 0.1816054984731938, -0.7826548019495029, 0.956053664899817]"
1,"[-1.803978108945782, 0.2747785531096105, 0.42354249053833054, 0.033412783302923146, 0.05678819891552544, 0.48259143582939523, 1.1494307093393807, -1.17926674391967, -0.07532155347088963, 0.45971687308436676]"
2,"[0.9178118911734272, 0.8989700875216855, 0.30604610762564144, -1.158900868042301, -1.2548824361563875, 1.9513358344378822, 1.5684448579021217, 0.0038503912225820312, -1.0285650784269997, 0.9363849561064654]"
2,"[0.8631209154434153, -0.5410785178361566, 0.8293617102994357, -1.2999427867682372, -1.5997257905216955, -1.2695271783825977, 2.2805208791352025, -0.6534211429158308, 0.13521003014796315, -0.2556416346764421]"
2,"[-0.7154928107039897, 1.726483499616203, -0.06313153752350176, -1.5570099674137037, -0.5035503600661062, -0.38546786329383625, -0.049004788756214626, 0.1657314305249067, 0.12473280134601532, -0.5771309632176674]"
1,"[1.2636397979865377, 0.3622770700086501, -1.5252919275415777, 1.0484267728378902, -0.8794834742523274, -0.609750386466879, 1.5542433561456326, -0.5776400753526801, 1.0762357527691133, 0.1985085923486639]"
2,"[1.044988804680485, -0.7122613606886151, -1.0384665234212502, -1.645805013230057, 0.06400828347101638, -2.760718952833447, 1.7016280307684066, -1.2497520643332678, 0.08938994382481556, 0.6267191088059394]"
2,"[-1.9703387273238695, 0.5131573488233951, -1.0501291442801515, -1.2010988690951254, 1.359619982592116, 0.2508891872990369, -1.103457500520432, -2.2866514521155294, 0.06265473435775197, -0.2782794042762816]"
2,"[0.5147489821023732, 0.9860605999269688, -0.2411983368985711, -1.1291429443844039, -0.5089373178691865, 0.668260627612028, 0.02831204194451347, 1.8289466532636938, -0.9596332471858058, 0.30129757340016017]"
2,"[1.3271356892006656, -0.2379897753652897, -0.5347812537670221, -0.6330423388687789, 2.1826018594620358, -0.6300122165882813, 0.09380718520899621, -0.25013570929619405, -0.9203904810838751, 0.818772735125453]"
1,"[-0.006490621875523696, -1.6706780230605016, -1.5920935157199994, 0.6153634762352618, -1.7446191114310179, 0.14106753847422915, -0.9738651539067786, 0.10838617005931034, 0.5140448357412305, -0.5075839514929632]"
2,"[0.8683422221878663, 1.3255691690572575, -0.35612323091820774, -0.45802400331386417, 0.8916070534580656, 0.5820469198804817, -0.6919214762638287, 1.9458219485642771, -2.0004317163195533, 0.3290494183342122]"
1,"[-0.9211205446589409, -2.147881598123533, -0.6836419943593556, 0.7957455665611178, -0.6614660456646221, -1.0854930985837943, 0.34318921421347376, -1.466161261713941, 1.0802605730975077, 0.7256641394045771]"
1,"[0.6045161940429643, 1.3116894204412022, -0.8413406214360304, 1.6274697791978037, -0.15112111129449252, -1.0918170156004618, 0.9807362446632066, 0.29442234231301195, -0.15050818689630124, -0.4285157997022192]"
1,"[0.5163846456996998, 0.6060760318030537, -0.15025179136483544, 1.4448436344438198, -1.2116708562790186, 1.12132425556709, 2.5066193193848614, -0.8935385875814146, 0.8003497284527983, -0.2012862374691995]"
2,"[-0.2687613455177439, -0.8374590587634027, 0.5939148162985721, -1.1144801107483284, 1.1735858684609128, -0.6479579753414997, -0.11783850599529629, 0.8748893292439863, -0.7918194335342028, -2.1186481477697736]"
2,"[-0.8993951074004208, -0.4681466294588843, 0.18017834306296718, -0.032575776655865925, -0.7176423227547027, -3.452166932995359, 1.765396602663726, -0.08188680258327019, -0.48871698236228545, 0.8736922059204871]"
2,"[0.2936048224548729, -0.7828960535518394, -0.0834073609057075, -1.2185575738219832, 0.6410028406599663, 0.2661981256129854, 0.8983160790308068, -1.1366241232154333, 3.3415256546432017, -0.6504950647481925]"
1,"[-0.7344494194103192, 1.045126846226534, -0.77862333068493, 0.7069602017388463, 0.17991991119970938, 1.3418306414111403, 0.11916205661331776, -1.2840274856089053, 0.804313116774145, 0.7766561998791712]"
1,"[0.050689451381016826, -1.1373239146625942, -0.5582502551378609, 1.3684000849265467, -0.25407736180667284, 0.6753970414869968, -1.5485460927228387, 1.5733878394697345, -0.13043220699318453, -0.48674008939171254]"
2,"[-0.18511363121491187, 0.3149713362179435, 1.5175943883235528, -0.8566089235443803, -0.7321337518447798, 0.8420185952154273, -0.19206801001030255, -0.5341168568158828, -1.0762199340272989, -0.4268130265417939]"
2,"[-0.45384970176298256, 1.2650770772662143, 0.045968710421460786, -2.502921021193813, -1.36517585367631, 0.47292039601414604, -1.4728613644106563, 0.5180435244742762, -0.42866002840588424, -0.09653834780159706]"
1,"[0.19984203426409614, 0.3221342023437022, 1.0233629819451524, 1.4581201497274021, -0.535659494471296, 1.3420714561711349, -1.3971233716732319, -0.7915665745863184, -0.28855409766626333, 1.3652573956514555]"
1,"[-0.10343827494393074, -0.8062022251393334, -0.26705317727940225, 1.802684154882872, 0.7776887399164552, -0.666227518645971, 0.16590812219263568, -0.4237492706990785, 0.35235374545869314, 1.281753399864201]"
1,"[1.651502631724973, 0.593701342316892, 1.1950767471168382, 1.5497618918534664, 0.16362098534676922, -0.9723789656034287, -1.1492950559031705, 0.3449548763939077, 0.07388040977889493, -1.4560381949380596]"
1,"[0.028207214547614257, 0.16050040083447614, -1.7189000022554801, 1.5959150630383512, 0.5190501078949686, -0.5830199481074679, -0.926902010669871, -2.4817834197030217, 0.3065049908655901, -1.0954819738981536]"
2,"[0.6968376045487835, 0.4587853244386965, 1.290316089177332, -0.40788952331289835, -1.13751572402111, -0.4267837838604892, 0.47197053457863175, -2.4328154921278493, 1.009805228081536, -0.5289276134908796]"
2,"[0.47822017896581, 0.4586551102385615, 1.1435517641875537, -0.2023049010942682, 1.7589311422442568, 0.2549263759224774, 1.0435480668824817, 0.6825379835811736, -0.48230143309296025, 0.7321960731788506]"
1,"[0.8949990631278784, 0.7518931484692166, 0.18534417006544868, 1.428191840573668, 0.10628087373132593, -0.7338286738140617, 0.8130457641533851, 2.0587563405612617, 1.1671715050679308, -0.2668655479029071]"
2,"[-0.6493145532546939, -0.37280596235671504, -0.15472452547055934, -0.4589959751196624, -1.6324867421610603, -0.7505582168466344, -2.569279408341438, 0.2829836906053666, -1.2731443280851347, -0.18816289277364032]"
1,"[1.1359959879675565, 0.5591153656427047, 1.6354392217859854, 1.7164327902614738, 0.45470194163756367, -0.3397312717758521, 0.17862826993390554, 0.7809440313601816, -0.04554853125532813, 1.274967249251892]"
1,"[1.2912731545070433, 0.017483974589549946, -1.2203301009175682, 0.30652427543991745, 0.512425338096695, -0.6236923468785046, -0.6483320816219628, -1.0071103743271679, 2.0928412736607793, 0.4458145696247145]"
2,"[-0.18951710616069958, 0.6414888686480982, 0.41312705607331995, -1.5805507566723616, 0.668569059417857, -0.9953545149950236, 0.5233365353058218, 0.7234508223519456, 0.11017136794219415, 0.060164748398665396]"
1,"[0.09572207769771059, -0.9423172987771051, 0.819428013479699, 0.8010260647829568, -0.6518355770921387, 1.6021544324455739, -0.1487278526790026, 0.5474660308820972, -0.29715457865291056, -1.3996576968059393]"
1,"[-0.49948451268764726, 1.0837939529566185, -0.5071441745088144, 0.4138085678031207, -1.3938936744645523, -1.3465595704326656, -1.2777386999120774, -0.1516283268989397, -0.6302020616601225, 1.1018724431968765]"
2,"[-0.5753465496435034, 1.1412433729378408, -0.07875088101828823, -1.2097062409331254, 0.9737896149422124, -0.7529471397388507, 0.829887372421395, -1.1738027813038283, -2.103010881687436, 1.27955082680711]"
1,"[-1.0922437108993934, 0.1773707355802983, 0.034996326307269995, 1.267604478846573, -1.176483793129076, -0.030119377426873907, 0.30092339028941234, -0.8154906646080937, -0.0646620763813676, -1.8402787915034524]"
1,"[0.050639608398262474, -0.6819702823822136, -0.4125227133411719, 1.0311791137820125, -0.7152756262198935, -1.5007204780714545, 0.12018212060615878, -0.11740255958624281, 0.5904232501033632, -0.5492927804895656]"
1,"[0.218500602277629, -0.008478566680697734, -0.2357297577790993, 1.784047757225981, -0.41040864805134153, 2.8316220476778193, -0.7344666871731217, -1.1452041253423497, 1.1960660495827133, 0.3742721955486387]"
2,"[0.592427744919439, -0.6118900849878974, 0.9859626229393501, -1.4582343007488674, 0.4835216998842333, 0.5669504651782933, -1.01788970885298, -0.6424172167204621, 1.164997835885234, -0.9788559223869537]"
1,"[0.42909839365579994, 0.7550161190357875, 0.4776294418538441, 0.5616920450465631, -1.2809935705076936, 1.1763686411068859, -0.5590719597971728, 1.4884836162258672, -0.19766544323951565, -0.6721591358929156]"
2,"[1.2576067626658016, -2.6307332141174204, -2.2535135903768317, -0.693252797509932, 1.1910993063185484, -2.1322197485688044, -1.3966801714556527, 1.1964250862857637, -0.906838580329201, -0.19454709298920655]"
2,"[0.5557351719823972, 0.6510064415596313, 0.5423650800515463, -0.7292752924380683, -0.5034822075939003, 0.006259840559887758, 0.8801780347521911, 0.20686619210963814, -1.3913026504402588, 0.2685295026318188]"
1,"[0.03977994138019145, 0.22607735714079055, -0.4403292576208397, 1.412321302925906, 0.9431309049455074, -1.467562916369664, 2.2791782136234437, -1.062792733707342, -1.8763554439521886, -1.180419177066634]"
1,"[0.3773898592612118, -1.3259120555997628, -0.5930343788685398, 0.4900502685937912, -0.2669948765386267, 1.629076106055569, 0.7102866279918062, 0.9343301896149168, -0.5802844604669078, -0.9542659593327675]"
1,"[0.7829327110252273, -0.5398653555382323, 0.680208690147618, 1.2480987279211493, 0.5358633810381466, -1.2965399163976328, -1.000939561756175, 1.0276634264045135, -0.5526584868976558, 0.9324364409919244]"
2,"[0.9230240430843111, -0.47127285538045843, 1.0644592016998735, -0.7325227819027598, -1.053588575748444, -1.6610565641986792, 1.9385843738541784, -0.15380296780650587, 1.1705738143915771, 0.27164150045290025]"
2,"[-0.5201734193456228, 1.713083373303978, 2.005086227921532, -1.1508898454397307, 1.928898165427973, -0.826595983228321, -0.15135087437487954, 1.5069518504012602, 1.0727730353052036, -0.3959616548013566]"
1,"[0.6045416241362064, -0.2818470030890881, 1.1740497557462508, 0.31149062540380673, -1.0006777923266232, 1.4232179356755659, 0.9806417756825888, 0.2881142623271781, -0.20321992054339202, 2.0822332980874623]"
1,"[0.5510967229750533, -1.5215523805925755, -0.41666603791079954, 1.5805832727112334, 0.18927194488574478, -0.05320521593123932, 0.6513751686850591, 1.5888332619828398, 1.0930486692312247, 1.4553057962276796]"
2,"[-0.1036966446912696, -1.35219579189701, -0.4857354108146011, -0.3840544318341582, 2.762151260609064, 0.2939494971355674, 0.3134043506116712, -0.6260162087572942, 0.0386460821368124, 0.3932290971954914]"
1,"[1.4074866462156026, -2.1897725914252937, 1.3589989295040956, 0.03958828942761126, -1.162973293638954, 0.09268805555663938, 2.078973318965459, 0.10204160961090783, -0.4244754848591667, 0.8359213396413752]"
2,"[-1.556331723325181, -0.4462869206112232, 0.7587528714422592, -0.46209873372283305, -0.7042413332199206, 1.5401557618408892, -0.5933762596312967, 0.5437926509706679, 0.7620908983304115, 0.9497519652430094]"
